Entity,Code,Year,"CO2 mitigation curves for 2C (Andrews & GCP, 2019)"
Start in 2012,,2042,19211064000
Start in 2012,,2043,18326249000
Start in 2012,,2044,17471641000
Start in 2012,,2045,16647314999.999998
Start in 2012,,2046,15853189000
Start in 2012,,2047,15089046000
Start in 2012,,2048,14354554000
Start in 2012,,2049,13649281000
Start in 2012,,2050,12972713000
Start in 2012,,2051,12324266000
Start in 2012,,2052,11703299000
Start in 2012,,2053,11109123000
Start in 2012,,2054,10541015000
Start in 2012,,2055,9998219000
Start in 2012,,2056,9479961000
Start in 2012,,2057,8985453000
Start in 2012,,2058,8513895000
Start in 2012,,2059,8064486000.000001
Start in 2012,,2060,7636424000
Start in 2012,,2061,7228913000
Start in 2012,,2062,6841164000
Start in 2012,,2063,6472398000
Start in 2012,,2064,6121849000
Start in 2012,,2065,5788765000
Start in 2012,,2066,5472413000
Start in 2012,,2067,5172075000
Start in 2012,,2068,4887053000
Start in 2012,,2069,4616669000
Start in 2012,,2070,4360264000
Start in 2012,,2071,4117202000
Start in 2012,,2072,3886866000
Start in 2012,,2073,3668661000
Start in 2012,,2074,3462013000
Start in 2012,,2075,3266371000
Start in 2012,,2076,3081201000
Start in 2012,,2077,2905994000
Start in 2012,,2078,2740259000
Start in 2012,,2079,2583525000
Start in 2012,,2080,2435342000
Start in 2012,,2081,2295279000
Start in 2012,,2082,2162921000
Start in 2012,,2083,2037875999.9999998
Start in 2012,,2084,1919765000
Start in 2012,,2085,1808228000
Start in 2012,,2086,1702923000
Start in 2012,,2087,1603522000
Start in 2012,,2088,1509712000
Start in 2012,,2089,1421197000
Start in 2012,,2090,1337694000
Start in 2012,,2091,1258933000
Start in 2012,,2092,1184659000
Start in 2012,,2093,1114629000
Start in 2012,,2094,1048611000
Start in 2012,,2095,986386000
Start in 2012,,2096,927745000
Start in 2012,,2097,872491000
Start in 2012,,2098,820437000
Start in 2012,,2099,771404000
Start in 2012,,2100,725224000
Start in 2013,,2013,40858162000
Start in 2013,,2014,41762769000
Start in 2013,,2015,42341487000
Start in 2013,,2016,42635442000
Start in 2013,,2017,42681603000
Start in 2013,,2018,42513162000
Start in 2013,,2019,42159883000
Start in 2013,,2020,41648418000
Start in 2013,,2021,41002598000
Start in 2013,,2022,40243696000
Start in 2013,,2023,39390666000
Start in 2013,,2024,38460368000
Start in 2013,,2025,37467764000
Start in 2013,,2026,36426102000
Start in 2013,,2027,35347085000
Start in 2013,,2028,34241017999.999996
Start in 2013,,2029,33116949000
Start in 2013,,2030,31982794000
Start in 2013,,2031,30845449000
Start in 2013,,2032,29710898000
Start in 2013,,2033,28584303000
Start in 2013,,2034,27470092000
Start in 2013,,2035,26372033000
Start in 2013,,2036,25293309000
Start in 2013,,2037,24236580000
Start in 2013,,2038,23204037000
Start in 2013,,2039,22197461000
Start in 2013,,2040,21218263000
Start in 2013,,2041,20267532000
Start in 2013,,2042,19346070000
Start in 2013,,2043,18454428000
Start in 2013,,2044,17592939000
Start in 2013,,2045,16761741000
Start in 2013,,2046,15960808000
Start in 2013,,2047,15189967000
Start in 2013,,2048,14448925000
Start in 2013,,2049,13737280000
Start in 2013,,2050,13054542000
Start in 2013,,2051,12400146000
Start in 2013,,2052,11773464000
Start in 2013,,2053,11173818000
Start in 2013,,2054,10600490000
Start in 2013,,2055,10052729000
Start in 2013,,2056,9529762000
Start in 2013,,2057,9030798000
Start in 2013,,2058,8555035999.999999
Start in 2013,,2059,8101670000
Start in 2013,,2060,7669892000
Start in 2013,,2061,7258900000
Start in 2013,,2062,6867896000
Start in 2013,,2063,6496094000
Start in 2013,,2064,6142719000
Start in 2013,,2065,5807011000
Start in 2013,,2066,5488228000
Start in 2013,,2067,5185642000
Start in 2013,,2068,4898546000
Start in 2013,,2069,4626254000
Start in 2013,,2070,4368097000
Start in 2013,,2071,4123431000
Start in 2013,,2072,3891630000
Start in 2013,,2073,3672090000
Start in 2013,,2074,3464231000
Start in 2013,,2075,3267491000
Start in 2013,,2076,3081332000
Start in 2013,,2077,2905235000
Start in 2013,,2078,2738703000
Start in 2013,,2079,2581259000
Start in 2013,,2080,2432447000
Start in 2013,,2081,2291828000
Start in 2013,,2082,2158984000
Start in 2013,,2083,2033516000
Start in 2013,,2084,1915041000
Start in 2013,,2085,1803194000
Start in 2013,,2086,1697627000
Start in 2013,,2087,1598010000
Start in 2013,,2088,1504025000
Start in 2013,,2089,1415373000
Start in 2013,,2090,1331766000
Start in 2013,,2091,1252933000
Start in 2013,,2092,1178615000
Start in 2013,,2093,1108565000
Start in 2013,,2094,1042550000.0000001
Start in 2013,,2095,980348000
Start in 2013,,2096,921749000
Start in 2013,,2097,866552000
Start in 2013,,2098,814569000
Start in 2013,,2099,765620000
Start in 2013,,2100,719534000
Start in 2014,,2014,41373736000
Start in 2014,,2015,42094638000
Start in 2014,,2016,42506472000
Start in 2014,,2017,42649359000
Start in 2014,,2018,42559291000
Start in 2014,,2019,42268514000
Start in 2014,,2020,41805877000
Start in 2014,,2021,41197151000
Start in 2014,,2022,40465322000
Start in 2014,,2023,39630855000
Start in 2014,,2024,38711934000
Start in 2014,,2025,37724685000
Start in 2014,,2026,36683375000
Start in 2014,,2027,35600594000
Start in 2014,,2028,34487420000
Start in 2014,,2029,33353575000
Start in 2014,,2030,32207552999.999996
Start in 2014,,2031,31056752000
Start in 2014,,2032,29907585000
Start in 2014,,2033,28765578000
Start in 2014,,2034,27635472000
Start in 2014,,2035,26521297000
Start in 2014,,2036,25426455000
Start in 2014,,2037,24353788000
Start in 2014,,2038,23305636000
Start in 2014,,2039,22283901000
Start in 2014,,2040,21290090000
Start in 2014,,2041,20325365000
Start in 2014,,2042,19390586000
Start in 2014,,2043,18486344000
Start in 2014,,2044,17612996000
Start in 2014,,2045,16770696000
Start in 2014,,2046,15959423000
Start in 2014,,2047,15179002000
Start in 2014,,2048,14429129000
Start in 2014,,2049,13709386000
Start in 2014,,2050,13019265000
Start in 2014,,2051,12358175000
Start in 2014,,2052,11725463000
Start in 2014,,2053,11120423000
Start in 2014,,2054,10542306000
Start in 2014,,2055,9990331000
Start in 2014,,2056,9463692000
Start in 2014,,2057,8961567000
Start in 2014,,2058,8483123000.000001
Start in 2014,,2059,8027523000
Start in 2014,,2060,7593929000
Start in 2014,,2061,7181508000
Start in 2014,,2062,6789434000
Start in 2014,,2063,6416892000
Start in 2014,,2064,6063081000
Start in 2014,,2065,5727215000
Start in 2014,,2066,5408525000
Start in 2014,,2067,5106264000
Start in 2014,,2068,4819700000
Start in 2014,,2069,4548127000
Start in 2014,,2070,4290856000
Start in 2014,,2071,4047224000
Start in 2014,,2072,3816588000
Start in 2014,,2073,3598329000
Start in 2014,,2074,3391850000
Start in 2014,,2075,3196577000
Start in 2014,,2076,3011958000
Start in 2014,,2077,2837461000
Start in 2014,,2078,2672580000
Start in 2014,,2079,2516827000
Start in 2014,,2080,2369735000
Start in 2014,,2081,2230859000
Start in 2014,,2082,2099773000
Start in 2014,,2083,1976069000
Start in 2014,,2084,1859358000
Start in 2014,,2085,1749271000
Start in 2014,,2086,1645455000
Start in 2014,,2087,1547572000
Start in 2014,,2088,1455304000
Start in 2014,,2089,1368345000
Start in 2014,,2090,1286407000
Start in 2014,,2091,1209214000
Start in 2014,,2092,1136504000
Start in 2014,,2093,1068030000
Start in 2014,,2094,1003557000
Start in 2014,,2095,942861000
Start in 2014,,2096,885729000
Start in 2014,,2097,831963000
Start in 2014,,2098,781371000
Start in 2014,,2099,733773000
Start in 2014,,2100,688999000
Start in 2015,,2015,41410120000
Start in 2015,,2016,41908284000
Start in 2015,,2017,42129454000
Start in 2015,,2018,42110279000
Start in 2015,,2019,41883607000
Start in 2015,,2020,41478850000
Start in 2015,,2021,40922295000
Start in 2015,,2022,40237408000
Start in 2015,,2023,39445096000
Start in 2015,,2024,38563951000
Start in 2015,,2025,37610477000
Start in 2015,,2026,36599288000
Start in 2015,,2027,35543296000
Start in 2015,,2028,34453874000
Start in 2015,,2029,33341015000
Start in 2015,,2030,32213465000
Start in 2015,,2031,31078853000
Start in 2015,,2032,29943801000
Start in 2015,,2033,28814034000
Start in 2015,,2034,27694467000
Start in 2015,,2035,26589297000
Start in 2015,,2036,25502076000
Start in 2015,,2037,24435783000
Start in 2015,,2038,23392885000
Start in 2015,,2039,22375398000
Start in 2015,,2040,21384936000
Start in 2015,,2041,20422757000
Start in 2015,,2042,19489808000
Start in 2015,,2043,18586759000
Start in 2015,,2044,17714043000
Start in 2015,,2045,16871879000
Start in 2015,,2046,16060306000
Start in 2015,,2047,15279203000
Start in 2015,,2048,14528317000
Start in 2015,,2049,13807274000
Start in 2015,,2050,13115607000
Start in 2015,,2051,12452761000
Start in 2015,,2052,11818118000
Start in 2015,,2053,11210999000
Start in 2015,,2054,10630683000
Start in 2015,,2055,10076413000
Start in 2015,,2056,9547404000
Start in 2015,,2057,9042854000
Start in 2015,,2058,8561946000.000001
Start in 2015,,2059,8103858000.000001
Start in 2015,,2060,7667765000
Start in 2015,,2061,7252847000
Start in 2015,,2062,6858287000
Start in 2015,,2063,6483279000
Start in 2015,,2064,6127030000
Start in 2015,,2065,5788761000
Start in 2015,,2066,5467710000
Start in 2015,,2067,5163131000
Start in 2015,,2068,4874300000
Start in 2015,,2069,4600512000
Start in 2015,,2070,4341082000
Start in 2015,,2071,4095348000.0000005
Start in 2015,,2072,3862670000
Start in 2015,,2073,3642429000
Start in 2015,,2074,3434030000
Start in 2015,,2075,3236897000
Start in 2015,,2076,3050480000
Start in 2015,,2077,2874249000
Start in 2015,,2078,2707693000
Start in 2015,,2079,2550327000
Start in 2015,,2080,2401681000
Start in 2015,,2081,2261311000
Start in 2015,,2082,2128788000.0000002
Start in 2015,,2083,2003704000
Start in 2015,,2084,1885669000
Start in 2015,,2085,1774312000
Start in 2015,,2086,1669278000
Start in 2015,,2087,1570230000
Start in 2015,,2088,1476846000
Start in 2015,,2089,1388819000
Start in 2015,,2090,1305860000
Start in 2015,,2091,1227691000
Start in 2015,,2092,1154050000
Start in 2015,,2093,1084686000
Start in 2015,,2094,1019363999.9999999
Start in 2015,,2095,957857000
Start in 2015,,2096,899954000
Start in 2015,,2097,845452000
Start in 2015,,2098,794159000
Start in 2015,,2099,745894000
Start in 2015,,2100,700485000
Start in 2016,,2016,40438809000
Start in 2016,,2017,40559521000
Start in 2016,,2018,40481751000
Start in 2016,,2019,40231604000
Start in 2016,,2020,39832577000
Start in 2016,,2021,39305789000
Start in 2016,,2022,38670194000
Start in 2016,,2023,37942775000
Start in 2016,,2024,37138727000
Start in 2016,,2025,36271618000
Start in 2016,,2026,35353540000
Start in 2016,,2027,34395246000
Start in 2016,,2028,33406273000
Start in 2016,,2029,32395060000
Start in 2016,,2030,31369051000
Start in 2016,,2031,30334792000
Start in 2016,,2032,29298013000
Start in 2016,,2033,28263716000
Start in 2016,,2034,27236241000
Start in 2016,,2035,26219333000
Start in 2016,,2036,25216205000
Start in 2016,,2037,24229590000
Start in 2016,,2038,23261792000
Start in 2016,,2039,22314732000
Start in 2016,,2040,21389988000
Start in 2016,,2041,20488831000
Start in 2016,,2042,19612263000
Start in 2016,,2043,18761045000
Start in 2016,,2044,17935723000
Start in 2016,,2045,17136655999.999998
Start in 2016,,2046,16364040000
Start in 2016,,2047,15617925000
Start in 2016,,2048,14898235000
Start in 2016,,2049,14204784000
Start in 2016,,2050,13537294000
Start in 2016,,2051,12895403000
Start in 2016,,2052,12278684000
Start in 2016,,2053,11686650000
Start in 2016,,2054,11118766000
Start in 2016,,2055,10574457000
Start in 2016,,2056,10053119000
Start in 2016,,2057,9554119000
Start in 2016,,2058,9076809000
Start in 2016,,2059,8620525000
Start in 2016,,2060,8184595000
Start in 2016,,2061,7768344000
Start in 2016,,2062,7371093000
Start in 2016,,2063,6992168000
Start in 2016,,2064,6630898000
Start in 2016,,2065,6286620000
Start in 2016,,2066,5958683000
Start in 2016,,2067,5646442000
Start in 2016,,2068,5349269000
Start in 2016,,2069,5066549000
Start in 2016,,2070,4797679000
Start in 2016,,2071,4542074000
Start in 2016,,2072,4299165000
Start in 2016,,2073,4068399999.9999995
Start in 2016,,2074,3849243000
Start in 2016,,2075,3641175000
Start in 2016,,2076,3443695000
Start in 2016,,2077,3256319000
Start in 2016,,2078,3078581000
Start in 2016,,2079,2910031000
Start in 2016,,2080,2750236000
Start in 2016,,2081,2598782000
Start in 2016,,2082,2455267000
Start in 2016,,2083,2319309000
Start in 2016,,2084,2190539000
Start in 2016,,2085,2068606000
Start in 2016,,2086,1953172000
Start in 2016,,2087,1843914000
Start in 2016,,2088,1740522000
Start in 2016,,2089,1642702000
Start in 2016,,2090,1550172000
Start in 2016,,2091,1462662000
Start in 2016,,2092,1379915000
Start in 2016,,2093,1301685000
Start in 2016,,2094,1227741000
Start in 2016,,2095,1157857000
Start in 2016,,2096,1091824000
Start in 2016,,2097,1029438000.0000001
Start in 2016,,2098,970508000
Start in 2016,,2099,914850000
Start in 2016,,2100,862291000
Start in 2017,,2017,41240425000
Start in 2017,,2018,41170434000
Start in 2017,,2019,40916982000
Start in 2017,,2020,40505499000
Start in 2017,,2021,39958796000
Start in 2017,,2022,39297301000
Start in 2017,,2023,38539281000
Start in 2017,,2024,37701040000
Start in 2017,,2025,36797103000
Start in 2017,,2026,35840383000
Start in 2017,,2027,34842333000
Start in 2017,,2028,33813087000.000004
Start in 2017,,2029,32761584999.999996
Start in 2017,,2030,31695691000
Start in 2017,,2031,30622296000
Start in 2017,,2032,29547414000
Start in 2017,,2033,28476275000
Start in 2017,,2034,27413397000
Start in 2017,,2035,26362663000
Start in 2017,,2036,25327388000
Start in 2017,,2037,24310374000
Start in 2017,,2038,23313968000
Start in 2017,,2039,22340110000
Start in 2017,,2040,21390381000
Start in 2017,,2041,20466035000
Start in 2017,,2042,19568046000
Start in 2017,,2043,18697134000
Start in 2017,,2044,17853798000
Start in 2017,,2045,17038339000
Start in 2017,,2046,16250892000
Start in 2017,,2047,15491440000
Start in 2017,,2048,14759839000
Start in 2017,,2049,14055833000
Start in 2017,,2050,13379069000
Start in 2017,,2051,12729117000
Start in 2017,,2052,12105475000
Start in 2017,,2053,11507584000
Start in 2017,,2054,10934842000
Start in 2017,,2055,10386604000
Start in 2017,,2056,9862200000
Start in 2017,,2057,9360933000
Start in 2017,,2058,8882094000
Start in 2017,,2059,8424958000
Start in 2017,,2060,7988798000
Start in 2017,,2061,7572884000
Start in 2017,,2062,7176487000
Start in 2017,,2063,6798882000
Start in 2017,,2064,6439354000
Start in 2017,,2065,6097198000
Start in 2017,,2066,5771718000
Start in 2017,,2067,5462234000
Start in 2017,,2068,5168082000
Start in 2017,,2069,4888612000
Start in 2017,,2070,4623192000
Start in 2017,,2071,4371207000
Start in 2017,,2072,4132062000.0000005
Start in 2017,,2073,3905179000
Start in 2017,,2074,3690000000
Start in 2017,,2075,3485984000
Start in 2017,,2076,3292613000
Start in 2017,,2077,3109384000
Start in 2017,,2078,2935815000
Start in 2017,,2079,2771441000
Start in 2017,,2080,2615817000
Start in 2017,,2081,2468515000
Start in 2017,,2082,2329124000
Start in 2017,,2083,2197252000
Start in 2017,,2084,2072522000.0000002
Start in 2017,,2085,1954575000
Start in 2017,,2086,1843065000
Start in 2017,,2087,1737665000
Start in 2017,,2088,1638060000
Start in 2017,,2089,1543950000
Start in 2017,,2090,1455051000
Start in 2017,,2091,1371088000
Start in 2017,,2092,1291804000
Start in 2017,,2093,1216951000
Start in 2017,,2094,1146293000
Start in 2017,,2095,1079607000
Start in 2017,,2096,1016681000
Start in 2017,,2097,957311000
Start in 2017,,2098,901307000
Start in 2017,,2099,848484000
Start in 2017,,2100,798671000
Start in 2018,,2018,42231942000
Start in 2018,,2019,42261225000
Start in 2018,,2020,42055769000
Start in 2018,,2021,41650091000
Start in 2018,,2022,41074890000
Start in 2018,,2023,40357424000
Start in 2018,,2024,39521847000
Start in 2018,,2025,38589522000
Start in 2018,,2026,37579301000
Start in 2018,,2027,36507776000
Start in 2018,,2028,35389517000
Start in 2018,,2029,34237273000
Start in 2018,,2030,33062165999.999996
Start in 2018,,2031,31873861000
Start in 2018,,2032,30680717000
Start in 2018,,2033,29489934000
Start in 2018,,2034,28307671000
Start in 2018,,2035,27139168000
Start in 2018,,2036,25988842000
Start in 2018,,2037,24860383000
Start in 2018,,2038,23756836000
Start in 2018,,2039,22680678000
Start in 2018,,2040,21633884000
Start in 2018,,2041,20617987000
Start in 2018,,2042,19634135000
Start in 2018,,2043,18683135000
Start in 2018,,2044,17765503000
Start in 2018,,2045,16881498000
Start in 2018,,2046,16031158000.000002
Start in 2018,,2047,15214334000
Start in 2018,,2048,14430713000
Start in 2018,,2049,13679847000
Start in 2018,,2050,12961172000
Start in 2018,,2051,12274030000
Start in 2018,,2052,11617683000
Start in 2018,,2053,10991332000
Start in 2018,,2054,10394125000
Start in 2018,,2055,9825174000
Start in 2018,,2056,9283565000
Start in 2018,,2057,8768361000
Start in 2018,,2058,8278617000.000001
Start in 2018,,2059,7813383000
Start in 2018,,2060,7371709000
Start in 2018,,2061,6952654000
Start in 2018,,2062,6555286000
Start in 2018,,2063,6178688000
Start in 2018,,2064,5821958000
Start in 2018,,2065,5484217000
Start in 2018,,2066,5164607000
Start in 2018,,2067,4862290000
Start in 2018,,2068,4576456000
Start in 2018,,2069,4306320000
Start in 2018,,2070,4051122000.0000005
Start in 2018,,2071,3810129000
Start in 2018,,2072,3582635000
Start in 2018,,2073,3367960000
Start in 2018,,2074,3165452000
Start in 2018,,2075,2974486000
Start in 2018,,2076,2794460000
Start in 2018,,2077,2624800000
Start in 2018,,2078,2464958000
Start in 2018,,2079,2314408000
Start in 2018,,2080,2172650000
Start in 2018,,2081,2039206000
Start in 2018,,2082,1913622000
Start in 2018,,2083,1795465000
Start in 2018,,2084,1684322000
Start in 2018,,2085,1579803000
Start in 2018,,2086,1481534000
Start in 2018,,2087,1389163000
Start in 2018,,2088,1302355000
Start in 2018,,2089,1220792000
Start in 2018,,2090,1144172000
Start in 2018,,2091,1072211000
Start in 2018,,2092,1004637999.9999999
Start in 2018,,2093,941197000
Start in 2018,,2094,881647000
Start in 2018,,2095,825760000
Start in 2018,,2096,773318000
Start in 2018,,2097,724118000
Start in 2018,,2098,677967000
Start in 2018,,2099,634684000
Start in 2018,,2100,594095000
Start in 2019,,2019,42231942000
Start in 2019,,2020,42304614000
Start in 2019,,2021,42114530000
Start in 2019,,2022,41701814000
Start in 2019,,2023,41101962000
Start in 2019,,2024,40346317000
Start in 2019,,2025,39462499000
Start in 2019,,2026,38474792000
Start in 2019,,2027,37404496000
Start in 2019,,2028,36270241000
Start in 2019,,2029,35088275000
Start in 2019,,2030,33872717000
Start in 2019,,2031,32635793000
Start in 2019,,2032,31388040000
Start in 2019,,2033,30138498000
Start in 2019,,2034,28894873000
Start in 2019,,2035,27663696000
Start in 2019,,2036,26450451000
Start in 2019,,2037,25259705000
Start in 2019,,2038,24095210000
Start in 2019,,2039,22960007000
Start in 2019,,2040,21856511000
Start in 2019,,2041,20786589000
Start in 2019,,2042,19751631000
Start in 2019,,2043,18752614000
Start in 2019,,2044,17790153000
Start in 2019,,2045,16864557000.000002
Start in 2019,,2046,15975868000
Start in 2019,,2047,15123903000
Start in 2019,,2048,14308285000
Start in 2019,,2049,13528480000
Start in 2019,,2050,12783818000
Start in 2019,,2051,12073518000
Start in 2019,,2052,11396712000
Start in 2019,,2053,10752461000
Start in 2019,,2054,10139771000
Start in 2019,,2055,9557608000
Start in 2019,,2056,9004909000
Start in 2019,,2057,8480594000
Start in 2019,,2058,7983574000
Start in 2019,,2059,7512758000
Start in 2019,,2060,7067062000
Start in 2019,,2061,6645413000
Start in 2019,,2062,6246755000
Start in 2019,,2063,5870049000
Start in 2019,,2064,5514282000
Start in 2019,,2065,5178465000
Start in 2019,,2066,4861639000
Start in 2019,,2067,4562872000
Start in 2019,,2068,4281263000
Start in 2019,,2069,4015944000
Start in 2019,,2070,3766078000
Start in 2019,,2071,3530860000
Start in 2019,,2072,3309517000
Start in 2019,,2073,3101308000
Start in 2019,,2074,2905525000
Start in 2019,,2075,2721490000
Start in 2019,,2076,2548555000
Start in 2019,,2077,2386104000
Start in 2019,,2078,2233547000
Start in 2019,,2079,2090326000.0000002
Start in 2019,,2080,1955908000
Start in 2019,,2081,1829788000
Start in 2019,,2082,1711485000
Start in 2019,,2083,1600544000
Start in 2019,,2084,1496532000
Start in 2019,,2085,1399043000
Start in 2019,,2086,1307687000
Start in 2019,,2087,1222099000
Start in 2019,,2088,1141934000
Start in 2019,,2089,1066862999.9999999
Start in 2019,,2090,996578000
Start in 2019,,2091,930787000
Start in 2019,,2092,869215000
Start in 2019,,2093,811603000
Start in 2019,,2094,757707000
Start in 2019,,2095,707295000
Start in 2019,,2096,660152000
Start in 2019,,2097,616072000
Start in 2019,,2098,574865000
Start in 2019,,2099,536348000.00000006
Start in 2019,,2100,500353000.00000006
Start in 2020,,2020,42231942000
Start in 2020,,2021,42369335000
Start in 2020,,2022,42207753000
Start in 2020,,2023,41794699000
Start in 2020,,2024,41171944000
Start in 2020,,2025,40376145000
Start in 2020,,2026,39439397000
Start in 2020,,2027,38389735000
Start in 2020,,2028,37251577000
Start in 2020,,2029,36046129000
Start in 2020,,2030,34791742000
Start in 2020,,2031,33504238000
Start in 2020,,2032,32197198999.999996
Start in 2020,,2033,30882224000
Start in 2020,,2034,29569162000
