MODEL,SCENARIO,REGION,variable,filter,growtherror
GCAM4,SSP5-60,World,fossilco2,Other Scenarios,NA
GCAM4,SSP5-60,World,pcgdpppp,Other Scenarios,NA
GCAM4,SSP5-60,World,pop,Other Scenarios,NA
GCAM4,SSP5-Baseline,World,co2intensity,Other Scenarios,NA
GCAM4,SSP5-Baseline,World,energyintensity,Other Scenarios,NA
GCAM4,SSP5-Baseline,World,fossilco2,Other Scenarios,NA
GCAM4,SSP5-Baseline,World,pcgdpppp,Other Scenarios,NA
GCAM4,SSP5-Baseline,World,pop,Other Scenarios,NA
IMAGE,SSP1-19,World,co2intensity,Other Scenarios,-0.16555209886146427
IMAGE,SSP1-19,World,energyintensity,Other Scenarios,-1.5922279119508935
IMAGE,SSP1-19,World,fossilco2,Other Scenarios,-1.4604532954931464
IMAGE,SSP1-19,World,pcgdpppp,Other Scenarios,0.5022753587800113
IMAGE,SSP1-19,World,pop,Other Scenarios,-0.20494864346079988
IMAGE,SSP1-26,World,co2intensity,Other Scenarios,0.05022316190093368
IMAGE,SSP1-26,World,energyintensity,Other Scenarios,-0.7951138136442608
IMAGE,SSP1-26,World,fossilco2,Other Scenarios,-0.44756393642411574
IMAGE,SSP1-26,World,pcgdpppp,Other Scenarios,0.5022753587800113
IMAGE,SSP1-26,World,pop,Other Scenarios,-0.20494864346079988
IMAGE,SSP2-26,World,co2intensity,Other Scenarios,-0.27159733090563254
IMAGE,SSP2-26,World,energyintensity,Other Scenarios,-0.5117839634119024
IMAGE,SSP2-26,World,fossilco2,Other Scenarios,-0.5000221631016102
IMAGE,SSP2-26,World,pcgdpppp,Other Scenarios,0.40488640646473795
IMAGE,SSP2-26,World,pop,Other Scenarios,-0.12152727524881324
IMAGE,SSP4-26,World,co2intensity,Other Scenarios,-0.31417603415985884
IMAGE,SSP4-26,World,energyintensity,Other Scenarios,-1.1342157658547545
IMAGE,SSP4-26,World,fossilco2,Other Scenarios,-1.0310823733807726
IMAGE,SSP4-26,World,pcgdpppp,Other Scenarios,0.5486645148393876
IMAGE,SSP4-26,World,pop,Other Scenarios,-0.13135508820554698
IMAGE,SSP4-34,World,co2intensity,Other Scenarios,-0.18584743112505198
IMAGE,SSP4-34,World,energyintensity,Other Scenarios,-0.6570196621539368
IMAGE,SSP4-34,World,fossilco2,Other Scenarios,-0.42555766664514816
IMAGE,SSP4-34,World,pcgdpppp,Other Scenarios,0.5486645148393876
IMAGE,SSP4-34,World,pop,Other Scenarios,-0.13135508820554698
IMAGE,SSP4-45,World,co2intensity,Other Scenarios,-0.15961471666460447
IMAGE,SSP4-45,World,energyintensity,Other Scenarios,-0.5953274002593438
IMAGE,SSP4-45,World,fossilco2,Other Scenarios,-0.3376326902901077
IMAGE,SSP4-45,World,pcgdpppp,Other Scenarios,0.5486645148393876
IMAGE,SSP4-45,World,pop,Other Scenarios,-0.13135508820554698
IMAGE,SSP4-60,World,co2intensity,Other Scenarios,-0.1583276336875068
IMAGE,SSP4-60,World,energyintensity,Other Scenarios,-0.5927547530237622
IMAGE,SSP4-60,World,fossilco2,Other Scenarios,-0.3337729600774284
IMAGE,SSP4-60,World,pcgdpppp,Other Scenarios,0.5486645148393876
IMAGE,SSP4-60,World,pop,Other Scenarios,-0.13135508820554698
IMAGE,SSP5-Baseline,World,co2intensity,Other Scenarios,-0.05085436009738187
IMAGE,SSP5-Baseline,World,energyintensity,Other Scenarios,-0.09796773620856825
IMAGE,SSP5-Baseline,World,fossilco2,Other Scenarios,0.3974977073314625
IMAGE,SSP5-Baseline,World,pcgdpppp,Other Scenarios,0.7435153051206221
IMAGE,SSP5-Baseline,World,pop,Other Scenarios,-0.19719550148320952
MESSAGE-GLOBIOM,SSP1-19,World,co2intensity,Other Scenarios,-0.20736025671295355
MESSAGE-GLOBIOM,SSP1-19,World,energyintensity,Other Scenarios,-0.9272954720024773
MESSAGE-GLOBIOM,SSP1-19,World,fossilco2,Other Scenarios,-0.7690938345038993
MESSAGE-GLOBIOM,SSP1-19,World,pcgdpppp,Other Scenarios,0.5951728923830992
MESSAGE-GLOBIOM,SSP1-19,World,pop,Other Scenarios,-0.22961099817156772
MESSAGE-GLOBIOM,SSP1-26,World,co2intensity,Other Scenarios,-0.24219867276099993
MESSAGE-GLOBIOM,SSP1-26,World,energyintensity,Other Scenarios,-0.9215424219618051
MESSAGE-GLOBIOM,SSP1-26,World,fossilco2,Other Scenarios,-0.7956589815643897
MESSAGE-GLOBIOM,SSP1-26,World,pcgdpppp,Other Scenarios,0.597693111329983
MESSAGE-GLOBIOM,SSP1-26,World,pop,Other Scenarios,-0.22961099817156772
MESSAGE-GLOBIOM,SSP1-34,World,co2intensity,Other Scenarios,-0.196386331095188
MESSAGE-GLOBIOM,SSP1-34,World,energyintensity,Other Scenarios,-0.919140859456506
MESSAGE-GLOBIOM,SSP1-34,World,fossilco2,Other Scenarios,-0.7420393624280693
MESSAGE-GLOBIOM,SSP1-34,World,pcgdpppp,Other Scenarios,0.6030988262951924
MESSAGE-GLOBIOM,SSP1-34,World,pop,Other Scenarios,-0.22961099817156772
MESSAGE-GLOBIOM,SSP1-45,World,co2intensity,Other Scenarios,-0.1892963914922391
MESSAGE-GLOBIOM,SSP1-45,World,energyintensity,Other Scenarios,-0.9150029242026598
MESSAGE-GLOBIOM,SSP1-45,World,fossilco2,Other Scenarios,-0.7283468319369303
MESSAGE-GLOBIOM,SSP1-45,World,pcgdpppp,Other Scenarios,0.6055634819295364
MESSAGE-GLOBIOM,SSP1-45,World,pop,Other Scenarios,-0.22961099817156772
MESSAGE-GLOBIOM,SSP1-Baseline,World,co2intensity,Other Scenarios,-0.15833092361948387
MESSAGE-GLOBIOM,SSP1-Baseline,World,energyintensity,Other Scenarios,-0.8912703843321081
MESSAGE-GLOBIOM,SSP1-Baseline,World,fossilco2,Other Scenarios,-0.6729851660007007
MESSAGE-GLOBIOM,SSP1-Baseline,World,pcgdpppp,Other Scenarios,0.606227140122459
MESSAGE-GLOBIOM,SSP1-Baseline,World,pop,Other Scenarios,-0.22961099817156772
MESSAGE-GLOBIOM,SSP2-19,World,co2intensity,Other Scenarios,-0.3060858817500971
MESSAGE-GLOBIOM,SSP2-19,World,energyintensity,Other Scenarios,-0.5567353764764809
MESSAGE-GLOBIOM,SSP2-19,World,fossilco2,Other Scenarios,-0.5234654861584105
MESSAGE-GLOBIOM,SSP2-19,World,pcgdpppp,Other Scenarios,0.4854014747371356
MESSAGE-GLOBIOM,SSP2-19,World,pop,Other Scenarios,-0.1460457026689681
MESSAGE-GLOBIOM,SSP2-26,World,co2intensity,Other Scenarios,-0.34028415178741933
MESSAGE-GLOBIOM,SSP2-26,World,energyintensity,Other Scenarios,-0.5770163702323536
MESSAGE-GLOBIOM,SSP2-26,World,fossilco2,Other Scenarios,-0.5657916619486187
MESSAGE-GLOBIOM,SSP2-26,World,pcgdpppp,Other Scenarios,0.49755456274012233
MESSAGE-GLOBIOM,SSP2-26,World,pop,Other Scenarios,-0.1460457026689681
MESSAGE-GLOBIOM,SSP2-34,World,co2intensity,Other Scenarios,-0.3183903564185573
MESSAGE-GLOBIOM,SSP2-34,World,energyintensity,Other Scenarios,-0.5754594811017246
MESSAGE-GLOBIOM,SSP2-34,World,fossilco2,Other Scenarios,-0.5372579100960126
MESSAGE-GLOBIOM,SSP2-34,World,pcgdpppp,Other Scenarios,0.5026376300932374
MESSAGE-GLOBIOM,SSP2-34,World,pop,Other Scenarios,-0.1460457026689681
MESSAGE-GLOBIOM,SSP2-45,World,co2intensity,Other Scenarios,-0.29335521395499176
MESSAGE-GLOBIOM,SSP2-45,World,energyintensity,Other Scenarios,-0.5594585529536438
MESSAGE-GLOBIOM,SSP2-45,World,fossilco2,Other Scenarios,-0.4929209108578103
MESSAGE-GLOBIOM,SSP2-45,World,pcgdpppp,Other Scenarios,0.5059385587197933
MESSAGE-GLOBIOM,SSP2-45,World,pop,Other Scenarios,-0.1460457026689681
MESSAGE-GLOBIOM,SSP2-60,World,co2intensity,Other Scenarios,-0.2814285406245327
MESSAGE-GLOBIOM,SSP2-60,World,energyintensity,Other Scenarios,-0.5510515703647818
MESSAGE-GLOBIOM,SSP2-60,World,fossilco2,Other Scenarios,-0.47098020869157464
MESSAGE-GLOBIOM,SSP2-60,World,pcgdpppp,Other Scenarios,0.507545604966708
MESSAGE-GLOBIOM,SSP2-60,World,pop,Other Scenarios,-0.1460457026689681
MESSAGE-GLOBIOM,SSP2-Baseline,World,co2intensity,Other Scenarios,-0.24191050685865978
MESSAGE-GLOBIOM,SSP2-Baseline,World,energyintensity,Other Scenarios,-0.513342523766485
MESSAGE-GLOBIOM,SSP2-Baseline,World,fossilco2,Other Scenarios,-0.39300242800223684
MESSAGE-GLOBIOM,SSP2-Baseline,World,pcgdpppp,Other Scenarios,0.5082963052918761
MESSAGE-GLOBIOM,SSP2-Baseline,World,pop,Other Scenarios,-0.1460457026689681
MESSAGE-GLOBIOM,SSP3-34,World,co2intensity,Other Scenarios,-0.17599740607116088
MESSAGE-GLOBIOM,SSP3-34,World,energyintensity,Other Scenarios,0.36945795137977
MESSAGE-GLOBIOM,SSP3-34,World,fossilco2,Other Scenarios,0.47862100543697195
MESSAGE-GLOBIOM,SSP3-34,World,pcgdpppp,Other Scenarios,0.36614773370420317
MESSAGE-GLOBIOM,SSP3-34,World,pop,Other Scenarios,-0.08098727357584035
MESSAGE-GLOBIOM,SSP3-45,World,co2intensity,Other Scenarios,-0.13987472014693925
MESSAGE-GLOBIOM,SSP3-45,World,energyintensity,Other Scenarios,0.3858485835952792
MESSAGE-GLOBIOM,SSP3-45,World,fossilco2,Other Scenarios,0.5354893937922698
MESSAGE-GLOBIOM,SSP3-45,World,pcgdpppp,Other Scenarios,0.3705028039197702
MESSAGE-GLOBIOM,SSP3-45,World,pop,Other Scenarios,-0.08098727357584035
MESSAGE-GLOBIOM,SSP3-60,World,co2intensity,Other Scenarios,-0.07606060475281096
MESSAGE-GLOBIOM,SSP3-60,World,energyintensity,Other Scenarios,0.46144418429052814
MESSAGE-GLOBIOM,SSP3-60,World,fossilco2,Other Scenarios,0.6801427270631744
MESSAGE-GLOBIOM,SSP3-60,World,pcgdpppp,Other Scenarios,0.3757464211012975
MESSAGE-GLOBIOM,SSP3-60,World,pop,Other Scenarios,-0.08098727357584035
MESSAGE-GLOBIOM,SSP3-Baseline,World,co2intensity,Other Scenarios,0.1592962953157424
MESSAGE-GLOBIOM,SSP3-Baseline,World,energyintensity,Other Scenarios,0.5820982816767024
MESSAGE-GLOBIOM,SSP3-Baseline,World,fossilco2,Other Scenarios,1.0507648343071418
MESSAGE-GLOBIOM,SSP3-Baseline,World,pcgdpppp,Other Scenarios,0.3903575308905374
MESSAGE-GLOBIOM,SSP3-Baseline,World,pop,Other Scenarios,-0.08098727357584035
REMIND-MAGPIE,SSP1-19,World,co2intensity,Other Scenarios,-0.2884516595587737
REMIND-MAGPIE,SSP1-19,World,energyintensity,Other Scenarios,-0.9128706715415986
REMIND-MAGPIE,SSP1-19,World,fossilco2,Other Scenarios,-0.860514757300619
REMIND-MAGPIE,SSP1-19,World,pcgdpppp,Other Scenarios,0.5488195936215824
REMIND-MAGPIE,SSP1-19,World,pop,Other Scenarios,-0.20801201982182904
REMIND-MAGPIE,SSP1-26,World,co2intensity,Other Scenarios,-0.2884516595587737
REMIND-MAGPIE,SSP1-26,World,energyintensity,Other Scenarios,-0.9128706715415986
REMIND-MAGPIE,SSP1-26,World,fossilco2,Other Scenarios,-0.860514757300619
REMIND-MAGPIE,SSP1-26,World,pcgdpppp,Other Scenarios,0.5488195936215824
REMIND-MAGPIE,SSP1-26,World,pop,Other Scenarios,-0.20801201982182904
REMIND-MAGPIE,SSP1-34,World,co2intensity,Other Scenarios,-0.2884516595587737
REMIND-MAGPIE,SSP1-34,World,energyintensity,Other Scenarios,-0.9128706715415986
REMIND-MAGPIE,SSP1-34,World,fossilco2,Other Scenarios,-0.860514757300619
REMIND-MAGPIE,SSP1-34,World,pcgdpppp,Other Scenarios,0.5488195936215824
REMIND-MAGPIE,SSP1-34,World,pop,Other Scenarios,-0.20801201982182904
REMIND-MAGPIE,SSP1-45,World,co2intensity,Other Scenarios,-0.2884516595587737
REMIND-MAGPIE,SSP1-45,World,energyintensity,Other Scenarios,-0.9128706715415986
REMIND-MAGPIE,SSP1-45,World,fossilco2,Other Scenarios,-0.860514757300619
REMIND-MAGPIE,SSP1-45,World,pcgdpppp,Other Scenarios,0.5488195936215824
REMIND-MAGPIE,SSP1-45,World,pop,Other Scenarios,-0.20801201982182904
REMIND-MAGPIE,SSP1-Baseline,World,co2intensity,Other Scenarios,-0.15632349605293283
REMIND-MAGPIE,SSP1-Baseline,World,energyintensity,Other Scenarios,-0.8411003709904015
REMIND-MAGPIE,SSP1-Baseline,World,fossilco2,Other Scenarios,-0.656616293243581
REMIND-MAGPIE,SSP1-Baseline,World,pcgdpppp,Other Scenarios,0.5488195936215824
REMIND-MAGPIE,SSP1-Baseline,World,pop,Other Scenarios,-0.20801201982182904
REMIND-MAGPIE,SSP5-Baseline,World,co2intensity,Other Scenarios,-0.03223038712248716
REMIND-MAGPIE,SSP5-Baseline,World,energyintensity,Other Scenarios,-0.02777025129948174
REMIND-MAGPIE,SSP5-Baseline,World,fossilco2,Other Scenarios,0.32676149121320397
REMIND-MAGPIE,SSP5-Baseline,World,pcgdpppp,Other Scenarios,0.5868244963122979
REMIND-MAGPIE,SSP5-Baseline,World,pop,Other Scenarios,-0.20006236667712507
WITCH-GLOBIOM,SSP1-Baseline,World,co2intensity,Other Scenarios,0.03359519424200785
WITCH-GLOBIOM,SSP1-Baseline,World,energyintensity,Other Scenarios,0.18279772861307442
WITCH-GLOBIOM,SSP1-Baseline,World,fossilco2,Other Scenarios,0.4418608290968813
WITCH-GLOBIOM,SSP1-Baseline,World,pcgdpppp,Other Scenarios,0.4250825398391571
WITCH-GLOBIOM,SSP1-Baseline,World,pop,Other Scenarios,-0.1996146335973581
WITCH-GLOBIOM,SSP2-45,World,co2intensity,Other Scenarios,-0.17207582928845322
WITCH-GLOBIOM,SSP2-45,World,energyintensity,Other Scenarios,0.34996691559584003
WITCH-GLOBIOM,SSP2-45,World,fossilco2,Other Scenarios,0.38053908741993014
WITCH-GLOBIOM,SSP2-45,World,pcgdpppp,Other Scenarios,0.3186876426385863
WITCH-GLOBIOM,SSP2-45,World,pop,Other Scenarios,-0.11603964152604296
WITCH-GLOBIOM,SSP2-60,World,co2intensity,Other Scenarios,-0.13641908943816317
WITCH-GLOBIOM,SSP2-60,World,energyintensity,Other Scenarios,0.3516269262646581
WITCH-GLOBIOM,SSP2-60,World,fossilco2,Other Scenarios,0.41755148283718246
WITCH-GLOBIOM,SSP2-60,World,pcgdpppp,Other Scenarios,0.3183832875367305
WITCH-GLOBIOM,SSP2-60,World,pop,Other Scenarios,-0.11603964152604296
WITCH-GLOBIOM,SSP2-Baseline,World,co2intensity,Other Scenarios,0.05808330437903697
WITCH-GLOBIOM,SSP2-Baseline,World,energyintensity,Other Scenarios,0.6270155403342688
WITCH-GLOBIOM,SSP2-Baseline,World,fossilco2,Other Scenarios,0.8970445407001735
WITCH-GLOBIOM,SSP2-Baseline,World,pcgdpppp,Other Scenarios,0.3279853375129107
WITCH-GLOBIOM,SSP2-Baseline,World,pop,Other Scenarios,-0.11603964152604296
WITCH-GLOBIOM,SSP3-45,World,co2intensity,Other Scenarios,-0.0879426094963609
WITCH-GLOBIOM,SSP3-45,World,energyintensity,Other Scenarios,0.844433940035054
WITCH-GLOBIOM,SSP3-45,World,fossilco2,Other Scenarios,0.9007330659370865
WITCH-GLOBIOM,SSP3-45,World,pcgdpppp,Other Scenarios,0.1952259267423997
WITCH-GLOBIOM,SSP3-45,World,pop,Other Scenarios,-0.050984191344006335
WITCH-GLOBIOM,SSP3-60,World,co2intensity,Other Scenarios,-0.009399189029742683
WITCH-GLOBIOM,SSP3-60,World,energyintensity,Other Scenarios,0.980987612621022
WITCH-GLOBIOM,SSP3-60,World,fossilco2,Other Scenarios,1.1213194687023382
WITCH-GLOBIOM,SSP3-60,World,pcgdpppp,Other Scenarios,0.20071523645506528
WITCH-GLOBIOM,SSP3-60,World,pop,Other Scenarios,-0.050984191344006335
WITCH-GLOBIOM,SSP3-Baseline,World,co2intensity,Other Scenarios,0.13580162779686145
WITCH-GLOBIOM,SSP3-Baseline,World,energyintensity,Other Scenarios,1.2419274533353344
WITCH-GLOBIOM,SSP3-Baseline,World,fossilco2,Other Scenarios,1.5315852242581316
WITCH-GLOBIOM,SSP3-Baseline,World,pcgdpppp,Other Scenarios,0.2048403344699421
WITCH-GLOBIOM,SSP3-Baseline,World,pop,Other Scenarios,-0.050984191344006335
WITCH-GLOBIOM,SSP4-26,World,co2intensity,Other Scenarios,-0.17494799276234652
WITCH-GLOBIOM,SSP4-26,World,energyintensity,Other Scenarios,0.5814157291001927
WITCH-GLOBIOM,SSP4-26,World,fossilco2,Other Scenarios,0.5931607152912683
WITCH-GLOBIOM,SSP4-26,World,pcgdpppp,Other Scenarios,0.31292963582056177
WITCH-GLOBIOM,SSP4-26,World,pop,Other Scenarios,-0.12623665686713959
WITCH-GLOBIOM,SSP4-34,World,co2intensity,Other Scenarios,-0.12547560745168163
WITCH-GLOBIOM,SSP4-34,World,energyintensity,Other Scenarios,0.5080310802462737
WITCH-GLOBIOM,SSP4-34,World,fossilco2,Other Scenarios,0.563590187465725
WITCH-GLOBIOM,SSP4-34,World,pcgdpppp,Other Scenarios,0.30727137153827244
WITCH-GLOBIOM,SSP4-34,World,pop,Other Scenarios,-0.12623665686713959
WITCH-GLOBIOM,SSP4-45,World,co2intensity,Other Scenarios,-0.11272494832305169
WITCH-GLOBIOM,SSP4-45,World,energyintensity,Other Scenarios,0.4388648212392321
WITCH-GLOBIOM,SSP4-45,World,fossilco2,Other Scenarios,0.5021122874880477
WITCH-GLOBIOM,SSP4-45,World,pcgdpppp,Other Scenarios,0.3022090714390069
WITCH-GLOBIOM,SSP4-45,World,pop,Other Scenarios,-0.12623665686713959
WITCH-GLOBIOM,SSP4-60,World,co2intensity,Other Scenarios,-0.09986820197072843
WITCH-GLOBIOM,SSP4-60,World,energyintensity,Other Scenarios,0.381261132013355
WITCH-GLOBIOM,SSP4-60,World,fossilco2,Other Scenarios,0.4531205959113971
WITCH-GLOBIOM,SSP4-60,World,pcgdpppp,Other Scenarios,0.2979643227359101
WITCH-GLOBIOM,SSP4-60,World,pop,Other Scenarios,-0.12623665686713959
WITCH-GLOBIOM,SSP4-Baseline,World,co2intensity,Other Scenarios,0.05229029168648136
WITCH-GLOBIOM,SSP4-Baseline,World,energyintensity,Other Scenarios,0.5123997197161356
WITCH-GLOBIOM,SSP4-Baseline,World,fossilco2,Other Scenarios,0.7423391640987462
WITCH-GLOBIOM,SSP4-Baseline,World,pcgdpppp,Other Scenarios,0.3038858095632688
WITCH-GLOBIOM,SSP4-Baseline,World,pop,Other Scenarios,-0.12623665686713959
WITCH-GLOBIOM,SSP5-60,World,co2intensity,Other Scenarios,-0.06352319755527525
WITCH-GLOBIOM,SSP5-60,World,energyintensity,Other Scenarios,0.1784939069267557
WITCH-GLOBIOM,SSP5-60,World,fossilco2,Other Scenarios,0.41689035395687735
WITCH-GLOBIOM,SSP5-60,World,pcgdpppp,Other Scenarios,0.49348623087392207
WITCH-GLOBIOM,SSP5-60,World,pop,Other Scenarios,-0.1915665862885252
WITCH-GLOBIOM,SSP5-Baseline,World,co2intensity,Other Scenarios,0.12118870621413258
WITCH-GLOBIOM,SSP5-Baseline,World,energyintensity,Other Scenarios,0.5131967109091236
WITCH-GLOBIOM,SSP5-Baseline,World,fossilco2,Other Scenarios,0.9432834991729038
WITCH-GLOBIOM,SSP5-Baseline,World,pcgdpppp,Other Scenarios,0.5004646683381728
WITCH-GLOBIOM,SSP5-Baseline,World,pop,Other Scenarios,-0.1915665862885252
